Data;Vendas_Semana;Feriado_Semana;Temperatura_F;Temperatura_C;Preco_Gasolina;Inflação;Desemprego;
12/11/2010;507584,29;0;22,12;-5,49;2,737;0,19%;9,14%;
12/11/2010;911538,98;0;54,89;12,72;2,728;0,13%;6,43%;
12/11/2010;520846,68;0;61,59;16,44;2,728;0,22%;8,35%;
12/11/2010;1895901,59;0;61,24;16,24;3,13;0,13%;9,00%;
12/11/2010;1281675,6;0;63,74;17,63;2,728;0,22%;7,56%;
12/11/2010;942475,24;0;57,79;14,33;3,13;0,13%;14,31%;
12/11/2010;1939964,63;0;42,55;5,86;2,831;0,13%;7,80%;
12/11/2010;2092189,06;0;46,14;7,86;2,931;0,18%;8,72%;
12/11/2010;619639,74;0;39,63;4,24;3,065;0,13%;8,07%;
12/11/2010;453632,76;0;34,04;1,13;2,737;0,19%;6,99%;
12/11/2010;855459,96;0;36,32;2,4;2,831;0,13%;6,89%;
12/11/2010;1081322,12;0;43,17;6,21;2,961;0,13%;9,33%;
12/11/2010;1490235,86;0;40,3;4,61;3,065;0,13%;8,07%;
12/11/2010;2187765,28;0;42,38;5,77;2,931;0,21%;7,48%;
12/11/2010;735796,38;0;60,95;16,08;2,728;0,21%;8,16%;
12/11/2010;1043698,64;0;44,42;6,9;2,961;0,14%;8,57%;
12/11/2010;1387953,75;0;35,59;1,99;2,961;0,13%;5,29%;
12/11/2010;1312877,01;0;41,76;5,42;3,065;0,13%;8,28%;
12/11/2010;713250,08;0;40,68;4,82;2,931;0,21%;7,48%;
12/11/2010;971193,01;0;37,51;3,06;2,961;0,13%;8,15%;
12/11/2010;1828010,25;0;45,9;7,72;3,065;0,14%;8,02%;
12/11/2010;1266460,45;0;57,79;14,33;3,13;0,13%;14,31%;
12/11/2010;524450,7;0;44,42;6,9;2,961;0,13%;10,52%;
12/11/2010;431266,64;0;60,95;16,08;2,728;0,21%;8,16%;
12/11/2010;1352780,76;0;60,95;16,08;2,728;0,21%;8,16%;
12/11/2010;1141019,11;0;42,3;5,72;2,737;0,19%;9,14%;
12/11/2010;272803,94;0;65,21;18,45;3,13;0,13%;9,27%;
12/11/2010;979730,78;0;47,2;8,44;2,741;0,13%;8,35%;
12/11/2010;870914,69;0;45,9;7,72;2,931;0,14%;8,76%;
12/11/2010;425804,8;0;61,97;16,65;2,705;0,21%;8,48%;
12/11/2010;517546,69;0;61,97;16,65;2,728;0,21%;8,48%;
12/11/2010;340147,2;0;57,79;14,33;3,13;0,13%;14,31%;
12/11/2010;1291398,71;0;62,21;16,78;2,728;0,21%;8,48%;
12/11/2010;935481,32;0;38,5;3,61;2,961;0,13%;5,29%;
12/11/2010;1175326,23;0;38,99;3,88;2,737;0,19%;7,51%;
12/11/2010;588592,61;0;61,24;16,24;3,13;0,13%;9,00%;
12/11/2010;595421,23;0;59,98;15,54;2,728;0,20%;8,35%;
12/11/2010;281909,79;0;42,55;5,86;2,831;0,13%;8,35%;
12/11/2010;765648,93;0;46,14;7,86;2,931;0,18%;8,72%;
19/11/2010;1483784,18;0;51,41;10,78;2,771;0,21%;7,84%;
19/11/2010;1956739,17;0;50,81;10,45;2,771;0,21%;8,16%;
19/11/2010;372545,32;0;57,72;14,29;2,771;0,22%;7,56%;
19/11/2010;2097809,4;0;48,05;8,92;2,78;0,13%;7,13%;
19/11/2010;297384,81;0;52,52;11,4;2,771;0,21%;6,77%;
19/11/2010;1518841,45;0;52,99;11,66;2,771;0,21%;7,01%;
19/11/2010;482528,36;0;25,56;-3,58;2,758;0,19%;9,14%;
19/11/2010;885608,04;0;43,86;6,59;2,771;0,22%;6,43%;
19/11/2010;519823,3;0;49,96;9,98;2,771;0,22%;8,35%;
19/11/2010;1949177,13;0;58,83;14,91;3,047;0,13%;9,00%;
19/11/2010;1292346,57;0;58,63;14,79;2,771;0,22%;7,56%;
19/11/2010;894493,7;0;58,18;14,54;3,161;0,13%;14,31%;
19/11/2010;1925393,91;0;42;5,56;2,842;0,13%;7,80%;
19/11/2010;1968462,58;0;50,02;10,01;3;0,18%;8,72%;
19/11/2010;608200,81;0;44,1;6,72;3,138;0,13%;8,07%;
19/11/2010;458634,68;0;27,26;-2,63;2,758;0,19%;6,99%;
19/11/2010;782252,57;0;36,31;2,39;2,842;0,13%;6,89%;
19/11/2010;1045722,37;0;45,26;7,37;3,03;0,13%;9,33%;
19/11/2010;1377593,1;0;44,22;6,79;3,138;0,13%;8,07%;
19/11/2010;2105058,91;0;45,88;7,71;3;0,21%;7,48%;
19/11/2010;756288,89;0;51,71;10,95;2,771;0,21%;8,16%;
19/11/2010;985896,44;0;48,62;9,23;3,03;0,14%;8,57%;
19/11/2010;1314994,32;0;41,66;5,37;3,03;0,13%;5,29%;
19/11/2010;1277150,6;0;45,63;7,57;3,138;0,13%;8,28%;
19/11/2010;718056,73;0;42,72;5,96;3;0,21%;7,48%;
19/11/2010;901972,7;0;36,73;2,63;3,03;0,13%;8,15%;
19/11/2010;1704785,74;0;50,81;10,45;3,138;0,14%;8,02%;
19/11/2010;1179315,72;0;58,18;14,54;3,161;0,13%;14,31%;
19/11/2010;508174,55;0;48,62;9,23;3,03;0,13%;10,52%;
19/11/2010;423707,69;0;51,71;10,95;2,771;0,21%;8,16%;
19/11/2010;1359158,57;0;51,71;10,95;2,771;0,21%;8,16%;
19/11/2010;1150729,89;0;36,24;2,36;2,758;0,19%;9,14%;
19/11/2010;224639,76;0;61,95;16,64;3,047;0,13%;9,27%;
19/11/2010;955766,33;0;40,93;4,96;2,78;0,13%;8,35%;
19/11/2010;846850,35;0;50,81;10,45;3;0,14%;8,76%;
19/11/2010;411615,71;0;56,73;13,74;2,741;0,13%;8,48%;
19/11/2010;518124,16;0;56,73;13,74;2,771;0,13%;8,48%;
19/11/2010;348593,99;0;58,18;14,54;3,161;0,13%;14,31%;
19/11/2010;1370659,54;0;55,5;13,06;2,771;0,13%;8,48%;
19/11/2010;852452,93;0;40,52;4,73;3,03;0,13%;5,29%;
19/11/2010;1172155,28;0;31,34;-0,37;2,758;0,19%;7,51%;
19/11/2010;524316,21;0;58,83;14,91;3,047;0,13%;9,00%;
19/11/2010;589467,35;0;54,96;12,76;2,771;0,20%;8,35%;
19/11/2010;284322,52;0;42;5,56;2,842;0,13%;8,35%;
19/11/2010;723987,85;0;50,02;10,01;3;0,18%;8,72%;
26/11/2010;1955624,11;1;64,52;18,07;2,735;0,21%;7,84%;
26/11/2010;2658725,29;1;62,98;17,21;2,735;0,21%;8,16%;
26/11/2010;565567,84;1;68,71;20,39;2,735;0,22%;7,56%;
26/11/2010;2789469,45;1;48,08;8,93;2,752;0,13%;7,13%;
26/11/2010;488362,61;1;66,15;18,97;2,735;0,21%;6,77%;
26/11/2010;2267452,4;1;65,79;18,77;2,735;0,21%;7,01%;
26/11/2010;835189,26;1;17,95;-7,81;2,742;0,19%;9,14%;
26/11/2010;1261693,16;1;51,07;10,59;2,735;0,22%;6,43%;
26/11/2010;768070,53;1;60,18;15,66;2,735;0,22%;8,35%;
26/11/2010;2939946,38;1;55,33;12,96;3,162;0,13%;9,00%;
26/11/2010;1757242,51;1;69,9;21,06;2,735;0,22%;7,56%;
26/11/2010;1601377,41;1;47,66;8,7;3,162;0,13%;14,31%;
26/11/2010;2766400,05;1;28,22;-2,1;2,83;0,13%;7,80%;
26/11/2010;2921709,71;1;46,15;7,86;3,039;0,18%;8,72%;
26/11/2010;1120018,92;1;40,71;4,84;3,186;0,13%;8,07%;
26/11/2010;651837,77;1;23,46;-4,74;2,742;0,19%;6,99%;
26/11/2010;1005448,76;1;19,03;-7,21;2,83;0,13%;6,89%;
26/11/2010;1653759,36;1;40,81;4,89;3,07;0,13%;9,33%;
26/11/2010;1993367,83;1;42,62;5,9;3,186;0,13%;8,07%;
26/11/2010;2811634,04;1;46,66;8,14;3,039;0,13%;7,48%;
26/11/2010;1245628,61;1;62,96;17,2;2,735;0,21%;8,16%;
26/11/2010;1564502,26;1;44,61;7,01;3,07;0,14%;8,57%;
26/11/2010;2072685,05;1;34,95;1,64;3,07;0,13%;5,29%;
26/11/2010;1779276,51;1;41,92;5,51;3,186;0,13%;8,28%;
26/11/2010;1115240,61;1;43,43;6,35;3,039;0,13%;7,48%;
26/11/2010;1286833,62;1;28,11;-2,16;3,07;0,13%;8,15%;
26/11/2010;2627910,75;1;46,67;8,15;3,186;0,14%;8,02%;
26/11/2010;1937033,5;1;47,66;8,7;3,162;0,13%;14,31%;
26/11/2010;975268,91;1;44,61;7,01;3,07;0,13%;10,52%;
26/11/2010;462732,36;1;62,96;17,2;2,735;0,21%;8,16%;
26/11/2010;1858856,06;1;62,96;17,2;2,735;0,21%;8,16%;
26/11/2010;1634635,86;1;29,97;-1,13;2,742;0,19%;9,14%;
26/11/2010;240044,57;1;56,87;13,82;3,162;0,13%;9,27%;
26/11/2010;1309476,68;1;41,13;5,07;2,752;0,13%;8,35%;
26/11/2010;1781866,98;1;46,67;8,15;3,039;0,14%;8,76%;
26/11/2010;408891,49;1;67,73;19,85;2,725;0,21%;8,48%;
26/11/2010;518220,72;1;67,73;19,85;2,735;0,21%;8,48%;
26/11/2010;360857,98;1;47,66;8,7;3,162;0,13%;14,31%;
26/11/2010;2149355,2;1;67,75;19,86;2,735;0,21%;8,48%;
26/11/2010;1166142,85;1;32,94;0,52;3,07;0,13%;5,29%;
26/11/2010;1866681,57;1;25,3;-3,72;2,742;0,19%;7,51%;
26/11/2010;522296,71;1;55,33;12,96;3,162;0,13%;9,00%;
26/11/2010;633520,34;1;54,76;12,64;2,735;0,20%;8,35%;
26/11/2010;307646,5;1;28,22;-2,1;2,83;0,13%;8,35%;
26/11/2010;1182500,16;1;46,15;7,86;3,039;0,18%;8,72%;
03/12/2010;1548033,78;0;49,27;9,59;2,708;0,21%;7,84%;
03/12/2010;2015781,27;0;49,33;9,63;2,708;0,21%;8,16%;
03/12/2010;476420,77;0;53,76;12,09;2,708;0,21%;7,56%;
03/12/2010;2102530,17;0;46,4;8;2,727;0,13%;7,13%;
03/12/2010;344490,88;0;51,31;10,73;2,708;0,21%;6,77%;
03/12/2010;1677067,24;0;52,3;11,28;2,708;0,21%;7,01%;
03/12/2010;552811,62;0;21,88;-5,62;2,712;0,19%;9,14%;
03/12/2010;952766,93;0;42,85;6,03;2,708;0,21%;6,43%;
03/12/2010;578164,82;0;49,89;9,94;2,708;0,22%;8,35%;
03/12/2010;2251206,64;0;51,17;10,65;3,041;0,13%;9,00%;
03/12/2010;1380522,64;0;55,9;13,28;2,708;0,21%;7,56%;
03/12/2010;1069533,17;0;43,33;6,29;3,041;0,13%;14,31%;
03/12/2010;2083379,89;0;25,8;-3,44;2,812;0,13%;7,80%;
03/12/2010;2258489,63;0;40,93;4,96;3,046;0,18%;8,72%;
03/12/2010;754134,95;0;36;2,22;3,2;0,13%;8,07%;
03/12/2010;512260,59;0;23,68;-4,62;2,712;0,19%;6,99%;
03/12/2010;926573,81;0;22,47;-5,29;2,812;0,13%;6,89%;
03/12/2010;1211026,13;0;37,09;2,83;3,065;0,13%;9,33%;
03/12/2010;1615987,96;0;36,64;2,58;3,2;0,13%;8,07%;
03/12/2010;2416051,17;0;35,47;1,93;3,046;0,20%;7,48%;
03/12/2010;829210,73;0;50,43;10,24;2,708;0,21%;8,16%;
03/12/2010;1230514,58;0;39,42;4,12;3,065;0,14%;8,57%;
03/12/2010;1617025,41;0;34,3;1,28;3,065;0,13%;5,29%;
03/12/2010;1413302,7;0;37,08;2,82;3,2;0,13%;8,28%;
03/12/2010;885572,96;0;32,41;0,23;3,046;0,20%;7,48%;
03/12/2010;1016143,64;0;27,73;-2,37;3,065;0,13%;8,15%;
03/12/2010;1884343,67;0;41,81;5,45;3,2;0,14%;8,02%;
03/12/2010;1447916,29;0;43,33;6,29;3,041;0,13%;14,31%;
03/12/2010;642678,53;0;39,42;4,12;3,065;0,13%;10,52%;
03/12/2010;407112,22;0;50,43;10,24;2,708;0,21%;8,16%;
03/12/2010;1338716,37;0;50,43;10,24;2,708;0,21%;8,16%;
03/12/2010;1200892,56;0;35,18;1,77;2,712;0,19%;9,14%;
03/12/2010;209986,25;0;52,82;11,57;3,041;0,13%;9,27%;
03/12/2010;1001512,21;0;34,7;1,5;2,727;0,13%;8,35%;
03/12/2010;982598,88;0;41,81;5,45;3,046;0,14%;8,76%;
03/12/2010;360266,09;0;54,44;12,47;2,694;0,21%;8,48%;
03/12/2010;508213,14;0;54,44;12,47;2,708;0,21%;8,48%;
03/12/2010;351925,36;0;43,33;6,29;3,041;0,13%;14,31%;
03/12/2010;1431910,98;0;53,55;11,97;2,708;0,21%;8,48%;
03/12/2010;1000582,06;0;33,6;0,89;3,065;0,13%;5,29%;
03/12/2010;1220115,75;0;33;0,56;2,712;0,19%;7,51%;
03/12/2010;500250,8;0;51,17;10,65;3,041;0,13%;9,00%;
03/12/2010;557543,62;0;44,56;6,98;2,708;0,20%;8,35%;
03/12/2010;264214,12;0;25,8;-3,44;2,812;0,13%;8,35%;
03/12/2010;879244,9;0;40,93;4,96;3,046;0,18%;8,72%;
10/12/2010;1682614,26;0;46,33;7,96;2,843;0,21%;7,84%;
10/12/2010;2378726,55;0;45,5;7,5;2,843;0,21%;8,16%;
10/12/2010;467642,03;0;51,13;10,63;2,843;0,21%;7,56%;
10/12/2010;2302504,86;0;42,4;5,78;2,86;0,13%;7,13%;
10/12/2010;352811,53;0;48,27;9,04;2,843;0,21%;6,77%;
10/12/2010;1834737,58;0;48,46;9,14;2,843;0,21%;7,01%;
10/12/2010;599730,07;0;24,24;-4,31;2,728;0,19%;9,14%;
10/12/2010;1069061,63;0;42,47;5,82;2,843;0,21%;6,43%;
10/12/2010;618121,82;0;46,1;7,83;2,843;0,21%;8,35%;
10/12/2010;2411790,21;0;60,51;15,84;3,091;0,13%;9,00%;
10/12/2010;1564516,43;0;53,33;11,85;2,843;0,21%;7,56%;
10/12/2010;1121934,15;0;50,01;10,01;3,203;0,13%;14,31%;
10/12/2010;2461468,35;0;36,78;2,66;2,817;0,13%;7,80%;
10/12/2010;2600519,26;0;30,54;-0,81;3,109;0,18%;8,72%;
10/12/2010;847294,04;0;23,97;-4,46;3,255;0,13%;8,07%;
10/12/2010;570103,64;0;32,02;0,01;2,728;0,19%;6,99%;
10/12/2010;962475,55;0;31,64;-0,2;2,817;0,13%;6,89%;
10/12/2010;1416168,98;0;25,64;-3,53;3,132;0,13%;9,33%;
10/12/2010;1799070,98;0;25,12;-3,82;3,255;0,13%;8,07%;
10/12/2010;2752122,08;0;24,27;-4,29;3,109;0,20%;7,48%;
10/12/2010;943891,64;0;46,35;7,97;2,843;0,21%;8,16%;
10/12/2010;1367202,84;0;28,43;-1,98;3,132;0,14%;8,57%;
10/12/2010;1872365,99;0;20,12;-6,6;3,132;0,13%;5,29%;
10/12/2010;1593012,75;0;27,11;-2,72;3,255;0,13%;8,28%;
10/12/2010;964729,18;0;22,65;-5,19;3,109;0,20%;7,48%;
10/12/2010;1149612,04;0;16,6;-8,56;3,132;0,13%;8,15%;
10/12/2010;2139733,68;0;30,83;-0,65;3,255;0,14%;8,02%;
10/12/2010;1466164,49;0;50,01;10,01;3,203;0,13%;14,31%;
10/12/2010;713834,74;0;28,43;-1,98;3,132;0,13%;10,52%;
10/12/2010;428631,91;0;46,35;7,97;2,843;0,21%;8,16%;
10/12/2010;1475685,1;0;46,35;7,97;2,843;0,21%;8,16%;
10/12/2010;1377322,73;0;36,62;2,57;2,728;0,19%;9,14%;
10/12/2010;253050,1;0;60,72;15,96;3,091;0,13%;9,27%;
10/12/2010;1086661,02;0;41,93;5,52;2,86;0,13%;8,35%;
10/12/2010;1108580,19;0;30,83;-0,65;3,109;0,14%;8,76%;
10/12/2010;404545,03;0;51,83;11,02;2,813;0,21%;8,48%;
10/12/2010;511207,52;0;51,83;11,02;2,843;0,21%;8,48%;
10/12/2010;355965,23;0;50,01;10,01;3,203;0,13%;14,31%;
10/12/2010;1630564,48;0;50,81;10,45;2,843;0,21%;8,48%;
10/12/2010;1111215,72;0;21,64;-5,76;3,132;0,13%;5,29%;
10/12/2010;1434908,13;0;33,9;1,06;2,728;0,19%;7,51%;
10/12/2010;585175,24;0;60,51;15,84;3,091;0,13%;9,00%;
10/12/2010;598679,02;0;52,52;11,4;2,843;0,20%;8,35%;
10/12/2010;278253,28;0;36,78;2,66;2,817;0,13%;8,35%;
10/12/2010;1002364,34;0;30,54;-0,81;3,109;0,18%;8,72%;
17/12/2010;1891034,93;0;49,84;9,91;2,869;0,21%;7,84%;
17/12/2010;2609166,75;0;47,55;8,64;2,869;0,21%;8,16%;
17/12/2010;498159,39;0;52,2;11,22;2,869;0,21%;7,56%;
17/12/2010;2740057,14;0;46,57;8,09;2,884;0,13%;7,13%;
17/12/2010;367801,19;0;51,61;10,89;2,869;0,21%;6,77%;
17/12/2010;2090268,95;0;52,24;11,24;2,869;0,21%;7,01%;
17/12/2010;716388,81;0;20,74;-6,26;2,778;0,19%;9,14%;
17/12/2010;1220579,55;0;45,03;7,24;2,869;0,21%;6,43%;
17/12/2010;685243,2;0;49,7;9,83;2,869;0,21%;8,35%;
17/12/2010;2811646,85;0;59,15;15,08;3,125;0,13%;9,00%;
17/12/2010;1843971,15;0;54,63;12,57;2,869;0,21%;7,56%;
17/12/2010;1295605,35;0;52,77;11,54;3,236;0,13%;14,31%;
17/12/2010;2771646,81;0;35,21;1,78;2,842;0,13%;7,80%;
17/12/2010;2762861,41;0;30,51;-0,83;3,14;0,21%;8,72%;
17/12/2010;983825,15;0;25,3;-3,72;3,301;0,13%;8,07%;
17/12/2010;648652,01;0;26,01;-3,33;2,778;0,19%;6,99%;
17/12/2010;1049372,38;0;25,13;-3,82;2,842;0,13%;6,89%;
17/12/2010;1588430,71;0;27,4;-2,56;3,139;0,13%;9,33%;
17/12/2010;1911967,44;0;26,83;-2,87;3,301;0,13%;8,07%;
17/12/2010;2819193,17;0;24,07;-4,41;3,14;0,20%;7,48%;
17/12/2010;1147556,83;0;48,63;9,24;2,869;0,21%;8,16%;
17/12/2010;1527682,99;0;30,46;-0,86;3,139;0,14%;8,57%;
17/12/2010;2238573,48;0;23,05;-4,97;3,139;0,13%;5,29%;
17/12/2010;1663525,77;0;27,99;-2,23;3,301;0,13%;8,28%;
17/12/2010;1047707,59;0;21,6;-5,78;3,14;0,20%;7,48%;
17/12/2010;1196813,33;0;20,61;-6,33;3,139;0,13%;8,15%;
17/12/2010;2350098,36;0;31,62;-0,21;3,301;0,14%;8,02%;
17/12/2010;1510443,62;0;52,77;11,54;3,236;0,13%;14,31%;
17/12/2010;850538,25;0;30,46;-0,86;3,139;0,13%;10,52%;
17/12/2010;445332,28;0;48,63;9,24;2,869;0,21%;8,16%;
17/12/2010;1714667;0;48,63;9,24;2,869;0,21%;8,16%;
17/12/2010;1557776,1;0;36,07;2,26;2,778;0,19%;9,14%;
17/12/2010;238875,26;0;61,12;16,18;3,125;0,13%;9,27%;
17/12/2010;1227148,13;0;42,64;5,91;2,884;0,13%;8,35%;
17/12/2010;1314987,4;0;31,62;-0,21;3,14;0,14%;8,76%;
17/12/2010;410214,7;0;56,73;13,74;2,852;0,21%;8,48%;
17/12/2010;534285,21;0;56,73;13,74;2,869;0,21%;8,48%;
17/12/2010;334441,15;0;52,77;11,54;3,236;0,13%;14,31%;
17/12/2010;1842172,46;0;55,31;12,95;2,869;0,21%;8,48%;
17/12/2010;1179036,3;0;23,01;-4,99;3,139;0,13%;5,29%;
17/12/2010;1627904,68;0;31,51;-0,27;2,778;0,19%;7,51%;
17/12/2010;537455,65;0;59,15;15,08;3,125;0,13%;9,00%;
17/12/2010;615761,77;0;56,51;13,62;2,869;0,20%;8,35%;
17/12/2010;278646,35;0;35,21;1,78;2,842;0,13%;8,35%;
17/12/2010;1123282,85;0;30,51;-0,83;3,14;0,21%;8,72%;
24/12/2010;2387950,2;0;52,33;11,29;2,886;0,21%;7,84%;
24/12/2010;3436007,68;0;49,97;9,98;2,886;0,21%;8,16%;
24/12/2010;605990,41;0;57,16;13,98;2,886;0,21%;7,56%;
24/12/2010;3526713,39;0;43,21;6,23;2,887;0,13%;7,13%;
24/12/2010;466010,25;0;55,01;12,78;2,886;0,21%;6,77%;
24/12/2010;2727575,18;0;55,07;12,82;2,886;0,21%;7,01%;
24/12/2010;1045124,88;0;26,04;-3,31;2,781;0,19%;9,14%;
24/12/2010;1511641,09;0;45,67;7,59;2,886;0,21%;6,43%;
24/12/2010;873347,55;0;50,93;10,52;2,886;0,21%;8,35%;
24/12/2010;3749057,69;0;57,06;13,92;3,236;0,13%;9,00%;
24/12/2010;2306265,36;0;59,33;15,18;2,886;0,21%;7,56%;
24/12/2010;1768249,89;0;52,02;11,12;3,236;0,13%;14,31%;
24/12/2010;3595903,2;0;34,9;1,61;2,846;0,13%;7,80%;
24/12/2010;3818686,45;0;30,59;-0,78;3,141;0,13%;8,72%;
24/12/2010;1368318,17;0;25,07;-3,85;3,309;0,13%;8,07%;
24/12/2010;1004730,69;0;32,46;0,26;2,781;0,19%;6,99%;
24/12/2010;1309226,79;0;26,58;-3,01;2,846;0,13%;6,89%;
24/12/2010;2027507,15;0;28,16;-2,13;3,15;0,13%;9,33%;
24/12/2010;2678206,42;0;26,05;-3,31;3,309;0,13%;8,07%;
24/12/2010;3766687,43;0;25,17;-3,79;3,141;0,20%;7,48%;
24/12/2010;1587257,78;0;51,29;10,72;2,886;0,21%;8,16%;
24/12/2010;1962445,04;0;29,76;-1,24;3,15;0,13%;8,57%;
24/12/2010;2734277,1;0;22,96;-5,02;3,15;0,13%;5,29%;
24/12/2010;2386015,75;0;27,74;-2,37;3,309;0,13%;8,28%;
24/12/2010;1295391,19;0;22,94;-5,03;3,141;0,20%;7,48%;
24/12/2010;1573982,47;0;21,81;-5,66;3,15;0,13%;8,15%;
24/12/2010;3078162,08;0;31,34;-0,37;3,309;0,13%;8,02%;
24/12/2010;2026026,39;0;52,02;11,12;3,236;0,13%;14,31%;
24/12/2010;1130926,79;0;29,76;-1,24;3,15;0,13%;10,52%;
24/12/2010;519354,88;0;51,29;10,72;2,886;0,21%;8,16%;
24/12/2010;2068942,97;0;51,29;10,72;2,886;0,21%;8,16%;
24/12/2010;1949183,14;0;30,72;-0,71;2,781;0,19%;9,14%;
24/12/2010;249246,8;0;60,43;15,79;3,236;0,13%;9,27%;
24/12/2010;1620748,25;0;42,74;5,97;2,887;0,13%;8,35%;
24/12/2010;1779236,54;0;31,34;-0,37;3,141;0,13%;8,76%;
24/12/2010;422093,59;0;59,1;15,06;2,863;0,21%;8,48%;
24/12/2010;576809,92;0;59,1;15,06;2,886;0,21%;8,48%;
24/12/2010;369106,72;0;52,02;11,12;3,236;0,13%;14,31%;
24/12/2010;2495489,25;0;58,86;14,92;2,886;0,21%;8,48%;
24/12/2010;1648829,18;0;24,18;-4,34;3,15;0,13%;5,29%;
24/12/2010;2225016,73;0;29,81;-1,22;2,781;0,19%;7,51%;
24/12/2010;555075,27;0;57,06;13,92;3,236;0,13%;9,00%;
24/12/2010;656637,63;0;57,15;13,97;2,886;0,20%;8,35%;
24/12/2010;365098,24;0;34,9;1,61;2,846;0,13%;8,35%;
24/12/2010;1682862,03;0;30,59;-0,78;3,141;0,13%;8,72%;
31/12/2010;1367320,01;1;48,43;9,13;2,943;0,21%;7,84%;
31/12/2010;1750434,55;1;47,3;8,5;2,943;0,21%;8,16%;
31/12/2010;382677,76;1;53,2;11,78;2,943;0,21%;7,56%;
31/12/2010;1794868,74;1;38,09;3,38;2,955;0,13%;7,13%;
31/12/2010;298180,18;1;49,79;9,88;2,943;0,21%;6,77%;
31/12/2010;1464050,02;1;49,14;9,52;2,943;0,21%;7,01%;
31/12/2010;729572,08;1;13,76;-10,13;2,829;0,19%;9,14%;
31/12/2010;773586,49;1;41,47;5,26;2,943;0,21%;6,43%;
31/12/2010;459770,85;1;45,92;7,73;2,943;0,21%;8,35%;
31/12/2010;1707298,14;1;49,67;9,82;3,148;0,13%;9,00%;
31/12/2010;1172003,1;1;55,03;12,79;2,943;0,21%;7,56%;
31/12/2010;891736,91;1;45,64;7,58;3,148;0,13%;14,31%;
31/12/2010;1675292;1;26,79;-2,89;2,868;0,13%;7,80%;
31/12/2010;1623716,46;1;29,67;-1,29;3,179;0,18%;8,72%;
31/12/2010;543754,17;1;26,54;-3,03;3,336;0,13%;8,07%;
31/12/2010;575317,38;1;19,66;-6,86;2,829;0,19%;6,99%;
31/12/2010;635862,55;1;20,79;-6,23;2,868;0,13%;6,89%;
31/12/2010;887907,01;1;26,1;-3,28;3,177;0,13%;9,33%;
31/12/2010;1275146,94;1;28,65;-1,86;3,336;0,13%;8,07%;
31/12/2010;1799737,79;1;28,85;-1,75;3,179;0,20%;7,48%;
31/12/2010;672903,23;1;47,19;8,44;2,943;0,21%;8,16%;
31/12/2010;774262,28;1;28,49;-1,95;3,177;0,13%;8,57%;
31/12/2010;1169773,85;1;19,05;-7,19;3,177;0,13%;5,29%;
31/12/2010;1208600,05;1;25,9;-3,39;3,336;0,13%;8,28%;
31/12/2010;623092,54;1;25,89;-3,39;3,179;0,20%;7,48%;
31/12/2010;877268,29;1;18,73;-7,37;3,177;0,13%;8,15%;
31/12/2010;1440963;1;29,59;-1,34;3,336;0,13%;8,02%;
31/12/2010;1090558,57;1;45,64;7,58;3,148;0,13%;14,31%;
31/12/2010;465992,02;1;28,49;-1,95;3,177;0,13%;10,52%;
31/12/2010;397631,02;1;47,19;8,44;2,943;0,21%;8,16%;
31/12/2010;1198071,6;1;47,19;8,44;2,943;0,21%;8,16%;
31/12/2010;955463,84;1;27,7;-2,39;2,829;0,19%;9,14%;
31/12/2010;219804,85;1;52,91;11,62;3,148;0,13%;9,27%;
31/12/2010;902109,69;1;34,11;1,17;2,955;0,13%;8,35%;
31/12/2010;576332,05;1;29,59;-1,34;3,179;0,13%;8,76%;
31/12/2010;359310,65;1;52,88;11,6;2,949;0,21%;8,48%;
31/12/2010;460331,7;1;52,88;11,6;2,943;0,21%;8,48%;
31/12/2010;303908,81;1;45,64;7,58;3,148;0,13%;14,31%;
31/12/2010;1230012,16;1;52,45;11,36;2,943;0,21%;8,48%;
31/12/2010;811318,3;1;19,29;-7,06;3,177;0,13%;5,29%;
31/12/2010;1001790,16;1;25,19;-3,78;2,829;0,19%;7,51%;
31/12/2010;428953,6;1;49,67;9,82;3,148;0,13%;9,00%;
31/12/2010;534740,3;1;48,61;9,23;2,943;0,20%;8,35%;
31/12/2010;241937,11;1;26,79;-2,89;2,868;0,13%;8,35%;
31/12/2010;679156,2;1;29,67;-1,29;3,179;0,18%;8,72%;
07/01/2011;1444732,28;0;48,27;9,04;2,976;0,21%;7,74%;
07/01/2011;1758050,79;0;44,69;7,05;2,976;0,21%;8,03%;
07/01/2011;378241,34;0;53,35;11,86;2,976;0,21%;7,55%;
07/01/2011;1862476,27;0;39,34;4,08;2,98;0,13%;8,35%;
07/01/2011;286347,26;0;48,3;9,06;2,976;0,21%;6,63%;
07/01/2011;1350441,68;0;47,78;8,77;2,976;0,21%;6,86%;
07/01/2011;661163,94;0;10,09;-12,17;2,882;0,19%;8,82%;
07/01/2011;873065,23;0;35,77;2,09;2,976;0,21%;6,26%;
07/01/2011;490981,78;0;41,82;5,46;2,976;0,21%;6,42%;
07/01/2011;1714309,9;0;43,43;6,35;3,287;0,13%;8,74%;
07/01/2011;1178905,44;0;54,43;12,46;2,976;0,21%;7,55%;
07/01/2011;910110,24;0;37,64;3,13;3,287;0,13%;14,02%;
07/01/2011;1744544,39;0;16,94;-8,37;2,891;0,13%;8,35%;
07/01/2011;1864746,1;0;34,32;1,29;3,193;0,18%;8,55%;
07/01/2011;509640,77;0;30,53;-0,82;3,351;0,13%;7,77%;
